Well,Transposon,Plasmid,Day,TetConc,Replicate,Sample Name,probe,cycle_at_threshold
A1,B30,no_plasmid,2,5,1,no_plasmid,Cm,19.967
A1,B30,no_plasmid,2,5,1,no_plasmid,Tet,23.32
A2,B30,p15A_plasmid,2,5,1,A31_plasmid,Cm,18.689
A2,B30,p15A_plasmid,2,5,1,A31_plasmid,Tet,17.766
A3,B30,pUC_plasmid,2,5,1,A18_plasmid,Cm,20.96
A3,B30,pUC_plasmid,2,5,1,A18_plasmid,Tet,15.32
A6,B30,no_plasmid,0,0,1,no_plasmid_ancestor,Cm,25.634
A6,B30,no_plasmid,0,0,1,no_plasmid_ancestor,Tet,29.981
A7,B30,p15A_plasmid,0,0,1,A31_plasmid_ancestor,Cm,24.988
A7,B30,p15A_plasmid,0,0,1,A31_plasmid_ancestor,Tet,29.217
A8,B30,pUC_plasmid,0,0,1,A18_plasmid_ancestor,Cm,23.991
A8,B30,pUC_plasmid,0,0,1,A18_plasmid_ancestor,Tet,28.454
A10,B30,no_plasmid,2,0,1,no_plasmid,Cm,22.721
A10,B30,no_plasmid,2,0,1,no_plasmid,Tet,27.019
A11,B30,p15A_plasmid,2,0,1,A31_plasmid,Cm,22.024
A11,B30,p15A_plasmid,2,0,1,A31_plasmid,Tet,26.403
A12,B30,pUC_plasmid,2,0,1,A18_plasmid,Cm,22.205
A12,B30,pUC_plasmid,2,0,1,A18_plasmid,Tet,26.45
B1,B30,no_plasmid,2,5,2,no_plasmid,Cm,19.751
B1,B30,no_plasmid,2,5,2,no_plasmid,Tet,22.697
B2,B30,p15A_plasmid,2,5,2,A31_plasmid,Cm,20.833
B2,B30,p15A_plasmid,2,5,2,A31_plasmid,Tet,20.144
B3,B30,pUC_plasmid,2,5,2,A18_plasmid,Cm,21.689
B3,B30,pUC_plasmid,2,5,2,A18_plasmid,Tet,15.69
B6,B30,no_plasmid,2,0,2,no_plasmid_ancestor,Cm,26.905
B6,B30,no_plasmid,2,0,2,no_plasmid_ancestor,Tet,33.476
B7,B30,p15A_plasmid,2,0,2,A31_plasmid_ancestor,Cm,25.743
B7,B30,p15A_plasmid,2,0,2,A31_plasmid_ancestor,Tet,30.457
B8,B30,pUC_plasmid,2,0,2,A18_plasmid_ancestor,Cm,25.037
B8,B30,pUC_plasmid,2,0,2,A18_plasmid_ancestor,Tet,29.534
B10,B30,no_plasmid,2,0,2,no_plasmid,Cm,23.639
B10,B30,no_plasmid,2,0,2,no_plasmid,Tet,28.039
B11,B30,p15A_plasmid,2,0,2,A31_plasmid,Cm,23.611
B11,B30,p15A_plasmid,2,0,2,A31_plasmid,Tet,28.046
B12,B30,pUC_plasmid,2,0,2,A18_plasmid,Cm,23.305
B12,B30,pUC_plasmid,2,0,2,A18_plasmid,Tet,27.588
C1,B30,no_plasmid,2,5,3,no_plasmid,Cm,20.278
C1,B30,no_plasmid,2,5,3,no_plasmid,Tet,23.654
C2,B30,p15A_plasmid,2,5,3,A31_plasmid,Cm,19.309
C2,B30,p15A_plasmid,2,5,3,A31_plasmid,Tet,18.788
C3,B30,pUC_plasmid,2,5,3,A18_plasmid,Cm,18.753
C3,B30,pUC_plasmid,2,5,3,A18_plasmid,Tet,14.201
C6,B30,no_plasmid,0,0,3,no_plasmid_ancestor,Cm,25.535
C6,B30,no_plasmid,0,0,3,no_plasmid_ancestor,Tet,29.831
C7,B30,p15A_plasmid,0,0,3,A31_plasmid_ancestor,Cm,25.96
C7,B30,p15A_plasmid,0,0,3,A31_plasmid_ancestor,Tet,31.702
C8,B30,pUC_plasmid,0,0,3,A18_plasmid_ancestor,Cm,25
C8,B30,pUC_plasmid,0,0,3,A18_plasmid_ancestor,Tet,29.444
C10,B30,no_plasmid,2,0,3,no_plasmid,Cm,22.831
C10,B30,no_plasmid,2,0,3,no_plasmid,Tet,27.224
C11,B30,p15A_plasmid,2,0,3,A31_plasmid,Cm,22.2
C11,B30,p15A_plasmid,2,0,3,A31_plasmid,Tet,26.668
C12,B30,pUC_plasmid,2,0,3,A18_plasmid,Cm,20.417
C12,B30,pUC_plasmid,2,0,3,A18_plasmid,Tet,24.531
D1,B30,no_plasmid,2,5,4,no_plasmid,Cm,20.241
D1,B30,no_plasmid,2,5,4,no_plasmid,Tet,23.64
D2,B30,p15A_plasmid,2,5,4,A31_plasmid,Cm,19.611
D2,B30,p15A_plasmid,2,5,4,A31_plasmid,Tet,19.155
D3,B30,pUC_plasmid,2,5,4,A18_plasmid,Cm,21.079
D3,B30,pUC_plasmid,2,5,4,A18_plasmid,Tet,15.645
D10,B30,no_plasmid,2,0,4,no_plasmid,Cm,23.725
D10,B30,no_plasmid,2,0,4,no_plasmid,Tet,28.068
D11,B30,p15A_plasmid,2,0,4,A31_plasmid,Cm,23.261
D11,B30,p15A_plasmid,2,0,4,A31_plasmid,Tet,27.693
D12,B30,pUC_plasmid,2,0,4,A18_plasmid,Cm,22.764
D12,B30,pUC_plasmid,2,0,4,A18_plasmid,Tet,27.038
E1,B30,no_plasmid,2,5,5,no_plasmid,Cm,19.536
E1,B30,no_plasmid,2,5,5,no_plasmid,Tet,22.771
E2,B30,p15A_plasmid,2,5,5,A31_plasmid,Cm,19.363
E2,B30,p15A_plasmid,2,5,5,A31_plasmid,Tet,19.114
E3,B30,pUC_plasmid,2,5,5,A18_plasmid,Cm,20.368
E3,B30,pUC_plasmid,2,5,5,A18_plasmid,Tet,15.398
E10,B30,no_plasmid,2,0,5,no_plasmid,Cm,22.638
E10,B30,no_plasmid,2,0,5,no_plasmid,Tet,26.973
E11,B30,p15A_plasmid,2,0,5,A31_plasmid,Cm,23.215
E11,B30,p15A_plasmid,2,0,5,A31_plasmid,Tet,27.732
E12,B30,pUC_plasmid,2,0,5,A18_plasmid,Cm,21.742
E12,B30,pUC_plasmid,2,0,5,A18_plasmid,Tet,25.828
F1,B30,no_plasmid,2,5,6,no_plasmid,Cm,19.708
F1,B30,no_plasmid,2,5,6,no_plasmid,Tet,23.034
F2,B30,p15A_plasmid,2,5,6,A31_plasmid,Cm,18.763
F2,B30,p15A_plasmid,2,5,6,A31_plasmid,Tet,18.43
F3,B30,pUC_plasmid,2,5,6,A18_plasmid,Cm,20.015
F3,B30,pUC_plasmid,2,5,6,A18_plasmid,Tet,15.004
F10,B30,no_plasmid,2,0,6,no_plasmid,Cm,23.188
F10,B30,no_plasmid,2,0,6,no_plasmid,Tet,27.575
F11,B30,p15A_plasmid,2,0,6,A31_plasmid,Cm,23.166
F11,B30,p15A_plasmid,2,0,6,A31_plasmid,Tet,27.605
F12,B30,pUC_plasmid,2,0,6,A18_plasmid,Cm,21.493
F12,B30,pUC_plasmid,2,0,6,A18_plasmid,Tet,25.438
G1,B30,no_plasmid,2,5,7,no_plasmid,Cm,21.174
G1,B30,no_plasmid,2,5,7,no_plasmid,Tet,24.632
G2,B30,p15A_plasmid,2,5,7,A31_plasmid,Cm,18.549
G2,B30,p15A_plasmid,2,5,7,A31_plasmid,Tet,18.762
G3,B30,pUC_plasmid,2,5,7,A18_plasmid,Cm,18.703
G3,B30,pUC_plasmid,2,5,7,A18_plasmid,Tet,15.121
G10,B30,no_plasmid,2,0,7,no_plasmid,Cm,23.776
G10,B30,no_plasmid,2,0,7,no_plasmid,Tet,28.132
G11,B30,p15A_plasmid,2,0,7,A31_plasmid,Cm,22.469
G11,B30,p15A_plasmid,2,0,7,A31_plasmid,Tet,26.987
G12,B30,pUC_plasmid,2,0,7,A18_plasmid,Cm,22.438
G12,B30,pUC_plasmid,2,0,7,A18_plasmid,Tet,26.682
H1,B30,no_plasmid,2,5,8,no_plasmid,Cm,19.646
H1,B30,no_plasmid,2,5,8,no_plasmid,Tet,23
H2,B30,p15A_plasmid,2,5,8,A31_plasmid,Cm,19.473
H2,B30,p15A_plasmid,2,5,8,A31_plasmid,Tet,22.33
H3,B30,pUC_plasmid,2,5,8,A18_plasmid,Cm,19.445
H3,B30,pUC_plasmid,2,5,8,A18_plasmid,Tet,15.985
H10,B30,no_plasmid,2,0,8,no_plasmid,Cm,22.248
H10,B30,no_plasmid,2,0,8,no_plasmid,Tet,26.539
H11,B30,p15A_plasmid,2,0,8,A31_plasmid,Cm,21.974
H11,B30,p15A_plasmid,2,0,8,A31_plasmid,Tet,26.314
H12,B30,pUC_plasmid,2,0,8,A18_plasmid,Cm,21.599
H12,B30,pUC_plasmid,2,0,8,A18_plasmid,Tet,25.692
